Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
North Macedonia,MKD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111.28587,10463.96471,9867.403759,9226.993158,9130.771163,9022.134147,9082.079002,9200.665362,9461.053467,9824.497366,10224.75238,9869.576872,10090.00959,10280.60141,10730.57188,11213.70947,11770.26916,12511.78849,13174.90706,13103.50649,13515.06375,13807.54921,13727.8563,14108.97697,14596.68881,15139.34357,15553.53379,15706.53957,16145.63396,16773.14244,15779.78732,16708.5977,17128.7605
Mali,MLI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.571905,1464.26279,1388.730852,1403.252727,1425.511741,1408.29122,1476.287785,1513.607496,1588.172539,1633.117588,1585.348078,1774.682365,1773.345084,1873.988915,1842.056379,1898.623687,1922.526179,1925.063438,1951.773774,1980.059221,2018.601455,2017.144156,1942.7395,1930.134951,2002.372928,2060.098549,2112.187075,2153.845638,2185.575591,2219.046743,2123.828202,2120.623301,2132.623315
Malta,MLT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16130.33366,16683.76967,17287.12994,17882.22837,18716.89827,19765.73936,20378.13014,21287.68957,22233.83527,23145.63773,27522.82307,26995.9814,27482.84736,28415.00647,28264.39316,29035.07397,29655.65222,30963.44725,31939.72483,31340.39837,32915.72314,32929.63705,33978.66568,35338.76533,37284.40319,39903.0406,40318.95623,43493.72498,45116.07409,46438.66367,41753.81418,46598.96226,48641.85008
Myanmar,MMR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3129382,603.5584807,652.9235604,683.2356895,724.8088341,765.3514203,804.4702399,839.3301669,877.7057556,962.4118718,1082.764173,1193.10872,1323.203005,1492.131655,1679.70918,1892.198005,2123.436805,2360.524868,2587.444283,2843.709347,3094.004253,3240.529201,3448.803333,3707.641356,3970.667605,4214.372999,4433.663837,4670.080729,4927.252645,5214.373307,4708.559752,4113.893313,4249.876151
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6954.686125,6785.117295,6922.110996,6872.524583,6838.797222,6883.19703,7174.626665,7282.015442,7579.277744,7777.946338,8088.5465,8155.416395,8287.051911,8385.98478,8814.119146,9025.522553,9324.621732,9731.872736,9897.294739,9949.372714,10254.09221,10033.0748,10238.37216,10109.78247,10130.25181,10134.64677,10529.32253,10710.93775,10727.56681,10649.30863,10242.48454,10542.60869,10851.00022
Montenegro,MNE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12579.35894,13236.09586,12024.77194,12419.07854,12505.25048,12692.37568,12955.66808,13505.13797,14048.93651,15233.48018,16248.44675,17391.13938,16348.19667,16764.46314,17287.52696,16802.50607,17381.85073,17674.73385,18263.72396,18798.02153,19682.40971,20686.7134,21534.0902,18259.08357,20710.53507,22108.73079
Mongolia,MNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030.073252,4512.110111,4027.777979,3842.052181,3870.862231,4066.753112,4110.553607,4226.372643,4325.080296,4415.031937,4424.652829,4515.465571,4687.444651,4972.257625,5453.993364,5800.909349,6243.608857,6818.993595,7346.278752,7163.801839,7518.831118,8685.779862,9586.714924,10504.8147,11107.98898,11134.80186,11058.95048,11431.49802,12052.29381,12458.01843,11666.7797,11668.43042,12073.24546
Northern Mariana Islands,MNP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.9659066,474.4789026,430.4135437,464.4149964,470.9015354,459.8687449,493.7102522,537.2675521,578.9107833,631.837595,621.2493176,683.6902885,730.7731119,763.4344566,804.7785879,833.7033445,893.1349273,936.8520582,975.3896556,1006.000268,1043.567473,1085.704491,1137.682293,1175.755421,1228.046579,1279.30921,1298.135342,1291.671479,1297.869548,1290.167414,1237.946044,1231.86414,1250.772414
Mauritania,MRT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4611.939293,4557.4668,4467.273804,4540.363561,4252.868437,4542.660143,4711.050395,4419.581582,4424.408192,4464.209211,4170.899866,4037.449122,4006.36256,4192.377089,4296.542651,4562.729694,5278.545153,5055.985741,4914.832208,4787.449908,4773.750555,4825.08601,4885.690172,4943.230812,5020.134743,5151.897755,5080.807077,5259.062902,5367.214236,5392.93254,5236.410233,5142.281205,5330.214503
Mauritius,MUS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8233.911912,8506.797454,8942.383289,9286.095237,9535.735983,9859.452894,10304.45266,10755.00631,11288.72559,11437.14396,12254.29541,12564.85146,12679.43163,13333.9021,13824.29759,13986.96798,14599.25964,15365.20936,16134.47457,16625.14015,17311.62524,17988.68312,18566.02981,19143.50863,19840.1773,20545.16962,21324.06386,22143.82655,23018.51556,23676.41358,20231.85159,20915.21652,22841.35055
Malawi,MWI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.9862997,988.5375811,890.3442613,963.1323858,875.2086608,1023.538427,1077.364317,1096.720004,1116.106707,1124.752771,1116.492154,1036.087822,1028.157471,1059.535924,1087.865487,1093.100857,1112.837243,1185.583664,1239.962116,1304.758653,1354.705417,1381.389638,1368.323236,1402.433705,1440.583747,1440.618365,1437.042114,1454.777492,1478.424836,1517.703169,1489.601381,1491.133688,1466.879417
Malaysia,MYS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10607.76807,11297.59064,11963.26621,12785.83211,13579.71257,14508.45848,15533.75328,16231.79683,14650.2003,15161.40544,16089.8593,15762.77552,16199.73126,16723.92307,17439.76215,17951.3899,18535.05177,19278.42143,19792.26578,19110.75022,20171.87816,20900.31966,21690.45402,22350.90544,23328.34092,24151.25618,24859.79662,25935.13952,26835.80641,27674.39749,25852.1897,26407.31669,28383.61865
North America,NAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39869.07239,39233.26817,39977.41396,40545.3623,41685.25446,42304.64156,43322.78464,44711.42959,46167.87373,47858.27504,49310.34111,49320.53521,49738.97359,50649.13361,52083.31517,53389.62911,54340.36836,54910.10303,54491.40836,52582.56478,53561.49526,54053.94178,54838.80739,55465.07426,56330.25784,57332.80524,57812.6709,58740.6449,60090.63981,61108.37045,58724.28569,62046.89325,62989.56086
Namibia,NAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.452994,6510.012101,6758.102709,6439.251169,6346.298595,6401.022896,6426.379875,6526.797883,6575.76339,6635.53912,6713.002555,6655.750251,6855.838812,7046.14751,7812.861437,7914.73284,8373.482632,8714.103456,8826.273601,8726.681852,9115.506512,9431.044198,9747.81972,10122.15448,10554.56475,10813.22663,10627.63512,10335.26743,10266.17055,10009.57807,9041.769864,9208.583032,9762.776892
New Caledonia,NCL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.870666,1040.32399,1028.616229,999.8848067,986.220489,977.4455401,946.0367921,928.9783304,987.6723292,952.4635285,909.2825876,942.2324907,954.840102,941.9697531,912.4312582,944.8124349,965.3207141,960.0562174,996.9867034,979.6169499,1024.699579,1010.288754,1075.105288,1089.831888,1119.094853,1124.367518,1143.817407,1155.97385,1193.272762,1217.43553,1214.540976,1186.530011,1274.641741
Nigeria,NGA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259.581175,3188.510314,3253.03392,3106.414826,2972.50495,2895.350589,2941.56133,2952.519247,2953.478034,2896.147909,2963.274098,3056.511286,3431.732862,3585.994603,3813.527421,3951.182819,4079.135654,4231.764157,4396.800555,4622.36354,4857.266271,4975.638201,5045.47172,5238.832672,5424.924511,5429.099621,5209.074155,5120.005598,5089.777634,5076.36829,4865.086832,4922.632452,4963.160313
Nicaragua,NIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3409.802482,3325.11747,3262.654956,3178.388814,3214.477803,3334.816342,3479.722054,3555.997751,3629.720769,3827.155043,3927.092502,3989.218391,3968.667959,4019.745973,4183.640586,4308.04856,4426.006387,4586.306915,4676.942198,4457.932783,4586.90959,4805.439525,5042.876863,5214.569205,5385.507263,5563.047411,5734.367529,5915.389722,5636.715112,5398.107445,5230.574049,5692.035067,5822.353525
Netherlands,NLD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36461.41902,37057.58313,37405.92997,37613.25219,38494.21785,39498.13682,40691.89032,42235.48907,43933.56811,45839.13146,47422.2034,48160.78437,47958.33197,47806.88443,48586.70462,49467.43543,51097.36261,52909.96976,53848.25223,51607.60573,52032.9865,52594.22901,51860.05599,51640.07669,52186.99739,52974.11622,53847.82655,55088.6338,56060.91363,56784.03725,54275.00305,57334.70496,59249.167
Norway,NOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42302.26341,43399.75586,44692.36096,45691.16208,47728.44023,49454.46553,51678.4038,54115.15878,55229.4997,55989.17418,57473.18455,58365.12675,58850.90479,59059.57095,61068.65051,62282.75651,63303.94849,64477.98798,63986.24792,61958.35974,61672.96017,61551.21407,62399.16877,62275.69129,62838.51573,63371.8885,63547.68705,64589.55592,64696.49089,64983.35421,63776.16097,65909.00303,67460.27828
Nepal,NPL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.602043,1611.359513,1631.230715,1649.008128,1741.309361,1760.444963,1815.312616,1868.7838,1888.287534,1935.691723,2020.855438,2084.199999,2055.722716,2107.640965,2179.093015,2230.78916,2285.512213,2346.259223,2473.941743,2572.17508,2682.698698,2763.828323,2886.097522,2982.287,3152.293261,3260.034998,3244.6743,3495.5288,3719.307775,3922.081331,3761.802787,3853.680296,4001.699955
Nauru,NRU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342.330551,4931.435933,4522.258176,4217.814643,6975.700464,6559.334463,6448.497411,7053.846876,9121.932829,9313.624159,10489.61634,9679.102132,10223.10203,9359.986725,9896.362421,10529.81319,10812.88928,10989.62208,11024.34299
New Zealand,NZL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27998.39777,26383.25932,26395.4404,27764.12583,28800.06351,29721.59132,30312.6638,30539.49479,30529.76765,32002.2445,32728.27316,33645.74076,34625.03607,35553.6313,36461.45988,37261.15104,37839.80642,38637.69545,37847.32667,37428.84871,37557.96551,38100.725,38753.72705,39520.41313,40350.64529,41014.68708,41628.39991,42204.74574,42916.86982,43272.56691,42052.14097,44041.90281,45185.31253
OECD members,OED,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29568.44494,29674.83787,30036.39007,30186.95719,30866.32809,31419.99418,32167.48848,33099.35607,33832.28483,34671.78298,35851.62116,36066.54472,36361.20573,36833.28658,37787.68068,38594.75712,39539.74224,40320.8427,40198.63277,38519.40781,39449.05234,40063.87184,40364.30432,40734.75795,41340.18063,42111.91239,42615.56308,43474.77314,44239.26694,44751.72327,42603.18618,45043.21832,46208.31846
Oman,OMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30462.20108,30766.71578,31842.55736,32354.73706,32635.17624,33650.86308,34090.80369,35574.1334,35967.32186,35573.59111,37392.24601,38568.31711,37683.41963,36256.34638,36170.67525,36388.44419,37662.51727,38659.35331,41114.23914,42875.11337,40819.93848,37745.45215,37270.58652,36330.47856,35032.25685,35188.02376,35229.95419,34218.38813,34212.10677,33814.11162,33098.2099,34294.76467,35336.89465
Other small states,OSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13533.16082,13876.37535,14265.95288,14689.47958,15703.01886,16271.56335,17461.44466,18597.41406,19364.08168,19110.21354,20195.87728,21242.60589,21552.36292,21845.54978,22135.68463,22185.71039,22276.26236,22131.71022,22211.44114,22345.02471,20993.99521,21695.26812,22271.21934
Pakistan,PAK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034.113268,3086.349903,3238.027738,3211.710435,3236.403012,3298.19522,3354.296284,3290.135608,3277.886919,3302.110953,3338.510853,3355.050231,3356.824274,3461.515076,3650.091571,3832.078921,3979.587859,4068.40762,4065.129126,4113.565055,4082.337752,4104.19559,4153.10639,4268.359921,4381.878085,4507.875685,4746.717558,4891.719774,5113.434292,5157.546572,5004.352242,5233.459516,5376.966856
Panama,PAN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11211.83117,12012.53824,12731.45048,13152.54576,13253.51837,13214.17316,13477.67637,14062.3804,14795.58768,15072.46125,15179.44268,14970.89501,15010.55912,15343.80961,16184.11412,17019.68323,18148.07663,19949.59371,21516.58926,21391.93326,22237.10003,24316.35602,26223.58364,27544.79457,28439.9536,29551.36677,30481.77168,31638.15194,32259.22079,32788.33251,26606.29497,30416.79351,33266.47684
Peru,PER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.257623,5244.144642,5110.73742,5271.981886,5804.999328,6116.438775,6171.955202,6453.021339,6315.015417,6303.456053,6375.616316,6329.41288,6596.550192,6799.449665,7067.355609,7443.931118,7938.434952,8548.604027,9262.151136,9298.078003,9996.937323,10539.98196,11084.87394,11620.64445,11773.94413,12015.18716,12321.31815,12442.74646,12696.23629,12735.16828,11187.34379,12533.84142,12743.94239
Philippines,PHL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232.477595,4115.017154,4035.92811,4027.895301,4106.684634,4197.344963,4337.196413,4450.854615,4322.577124,4364.283542,4455.672463,4495.361049,4567.234468,4703.666421,4914.036235,5058.047486,5227.532997,5465.151824,5596.913045,5574.452609,5876.478141,5995.430982,6298.160086,6610.851222,6917.74915,7235.081401,7616.049769,8001.75648,8365.73245,8731.860869,7773.260231,8095.579567,8581.937693
Palau,PLW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13301.25425,14085.03776,14572.29294,14076.17952,14739.70435,15382.1016,15485.24755,16004.61647,15287.64705,14489.47363,14744.78359,15988.99755,16522.74973,16089.48654,17110.78634,18402.84754,18364.79877,17594.99385,17816.09114,17799.60532,16404.54808,14112.66789,
Papua New Guinea,PNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2907.40181,3084.397255,3387.917999,3860.014096,3942.305021,3675.690934,3819.745965,3541.449744,3289.663817,3235.753829,3047.969672,2942.667592,2841.211795,2808.157267,2791.897011,2875.083411,2936.021987,3068.127231,2966.068183,3072.681879,3283.771969,3225.143382,3282.865921,3317.873476,3669.97675,3813.18039,3924.423946,3967.016196,3865.011517,3947.933924,3741.661578,3637.91344,3752.944951
Poland,POL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11259.43745,10432.45531,10662.08052,11032.55399,11591.99886,12398.52413,13146.75609,13985.43358,14629.19836,15311.44294,16177.86767,16385.99717,16727.33977,17324.21619,18198.10004,18844.55748,20012.62111,21437.45774,22334.78086,22951.78482,23692.90923,24874.17186,25258.59332,25490.32891,26488.20025,27667.68908,28497.10361,29958.12071,31739.25696,33159.74903,32546.82594,34944.04055,37706.60613
Pre-demographic dividend,PRE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617.31677,2368.537005,2357.130385,2276.455098,2207.330384,2213.741855,2277.448518,2363.19259,2452.421065,2485.459398,2544.421715,2586.842141,2645.66194,2563.720702,2770.842432,2853.441212,2947.055692,3044.560302,3142.659469,3189.225493,3296.5632,3333.140125,3384.212478,3469.878532,3542.046856,3558.105323,3553.463359,3518.738554,3512.682939,3527.84199,3346.659746,3355.143074,3403.991097
Puerto Rico,PRI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21595.97856,21937.8921,22791.56492,23650.10864,24412.27581,25288.10622,25584.55937,26584.89999,27894.44209,29251.03732,30124.69312,31958.09675,32209.42298,32206.46489,35016.93833,34370.71461,34030.09052,33831.93417,33403.42449,32930.36156,32960.69111,33224.56552,33638.86568,33922.15842,34070.25359,34311.02963,34539.58684,34363.74599,34223.09276,34792.64675,32437.96515,32766.66589,34297.93372
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23556.85621,24642.59962,24930.45063,24391.19985,24560.35706,25523.70602,26318.97513,27354.83681,28525.51743,29472.70988,30383.13782,30756.01895,30823.84904,30422.60203,30892.81988,31076.64412,31524.74957,32251.5691,32307.91277,31269.41046,31798.15381,31304.81553,30156.70158,30042.89072,30444.60021,31118.79067,31847.53773,33044.71674,34040.72539,34945.66151,32011.32498,33636.44232,35767.72258
Paraguay,PRY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8818.629371,8888.478298,8808.78439,9013.589457,9262.535569,9661.068899,9588.724014,9774.315237,9572.053715,9248.593736,8862.143692,8640.302839,8515.946667,8773.13853,9022.79829,9113.411751,9451.760557,9865.326417,10403.84054,10272.17718,11281.25573,11613.16858,11376.4073,12150.97152,12616.41423,12806.09668,13163.74019,13604.17472,13848.49911,13609.72301,13317.32112,13676.39021,13531.39666
West Bank and Gaza,PSE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3951.205493,4047.128488,3916.925775,4294.746098,4786.480236,5052.064072,4503.248849,3980.933349,3395.855028,3774.132393,4485.525458,4866.028474,4695.994727,4750.929692,4965.37295,5250.116075,5411.066482,5782.689593,5985.683247,6118.257181,5967.073437,6048.976597,6438.93364,6401.740891,6318.210068,6245.448697,5402.538773,5641.0444,5722.409175
Pacific island small states,PSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140.095368,5026.606189,5244.77852,5315.731112,5502.632124,5644.923082,5780.0405,5607.86619,5606.653435,5864.50944,5687.341889,5692.649574,5762.111763,5788.027422,5968.628059,6009.966481,6059.66865,5985.71344,6025.841683,5908.69761,6047.81711,6189.98862,6190.896266,6344.561789,6539.51572,6721.064212,6869.268773,7093.727821,7241.028522,7202.998563,6236.060424,5910.05119,6554.735975
Post-demographic dividend,PST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32086.95714,32188.75431,32498.40524,32545.85683,33230.51899,33894.7166,34644.76579,35598.60079,36373.93072,37442.28218,38775.40428,39226.99429,39649.36086,40263.57482,41374.09589,42299.34278,43347.42428,44247.04586,44163.80416,42346.5872,43395.53749,44009.86382,44299.46136,44681.22846,45260.94807,45955.58548,46549.44784,47495.81355,48385.44869,49064.4618,46671.51159,49256.93816,50469.79993
French Polynesia,PYF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79400.43341,78498.13455,80083.06105,79140.62933,90782.72158,89448.04733,94361.62651,91736.75196,92067.81203,92450.24938,103902.5193,111879.7478,110931.5065,109625.6296,106141.3262,101971.9896,97783.12052,92177.59594,91461.61645,90762.39546,89019.06986,92895.34035,96557.81376
Romania,ROU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13376.1591,11749.82664,10816.97976,10997.31164,11446.34814,12184.48415,12697.14907,12116.28872,11894.94546,11868.75867,12176.63133,12992.06059,13986.71579,14417.78131,16012.26007,16863.55286,18325.73686,19943.83496,22166.41759,21118.61489,20415.62892,21443.0327,21953.32378,22094.47959,23091.25366,23933.2886,24758.81837,26943.46242,28736.21731,30001.10553,29057.40829,30946.27655,32495.90916
Russian Federation,RUS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21482.74805,20340.13281,17367.64063,15870.60547,13880.46484,13308.20508,12827.11621,13028.20801,12358.15234,13189.79395,14569.93652,15378.08984,16175.09766,17434.80859,18765.51953,20042.81445,21757.46484,23647.26563,24887.85352,22939.69336,23961.2207,24972.07813,25933.29297,26332.39648,26057.15625,25488.0957,25490.70898,25926.44336,26656.41016,27254.57422,26586.55469,28057.03125,27450.44922
Rwanda,RWA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.0829937,889.4844178,920.626153,819.4842227,478.6864551,766.3317373,731.6664569,729.6489369,769.406442,793.3730566,849.1411604,908.4231694,1010.04123,1008.709598,1056.237958,1125.283747,1196.793624,1253.912651,1356.983882,1404.199026,1468.405798,1545.1144,1637.847626,1674.824774,1736.337348,1845.55828,1908.551997,1934.972955,2049.623574,2190.561926,2066.471672,2237.513807,2364.80197
South Asia,SAS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.593172,1958.075159,2026.338848,2067.154766,2142.528518,2240.860275,2342.886054,2381.175627,2461.701428,2595.846741,2650.526237,2716.301711,2760.747047,2904.886077,3069.705571,3249.15958,3441.65381,3633.690028,3699.680957,3901.551078,4129.969983,4276.893644,4445.005912,4650.316968,4906.256108,5199.615177,5537.209097,5827.26026,6124.37004,6294.593941,5937.81153,6361.804407,6719.767251
Saudi Arabia,SAU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42163.80172,46600.52947,46700.36207,44604.88222,43581.6362,42468.67276,42417.81674,41750.11827,41837.16971,39233.46255,40406.33158,38943.78324,36946.74925,40163.96117,42424.04789,43437.86791,42916.05371,42024.66465,42963.04962,40532.4503,41231.56775,44642.75611,46041.66528,46359.84336,47261.68228,48535.15827,48691.26856,47551.85952,47714.11258,47024.54432,44770.90828,46768.43285,50188.29749
Sudan,SDN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756.530029,2909.616211,3052.743164,3140.025146,3095.871582,3195.899414,3303.667969,3811.521729,3887.140381,3911.600586,4040.612061,4183.432617,4316.291504,4467.12207,4571.087891,4692.173828,4847.587891,4964.306641,4993.871094,4707.346191,4745.297363,5047.333984,4711.05957,4692.277832,4776.620117,4718.918945,4733.017578,4613.950195,4349.209961,4133.130371,3874.800293,3701.069092,3570.607422
Senegal,SEN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2469.603188,2463.923635,2427.510861,2393.876688,2330.07188,2396.094361,2386.241714,2402.380875,2486.402663,2582.120644,2620.097976,2668.765912,2606.877313,2685.815199,2741.124078,2787.526892,2779.223781,2783.537197,2811.475802,2812.549073,2830.153244,2790.89741,2824.532853,2815.281525,2910.288864,3012.383374,3118.024321,3259.19258,3368.858596,3430.483882,3384.441782,3511.637424,3564.628137
Singapore,SGP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37326.30424,38705.65387,40054.0498,43528.86074,46865.41689,48725.30272,50280.11988,52663.36074,49789.00152,52217.15728,55959.03261,53886.49697,55491.89945,58877.61314,63924.72301,67039.19514,70825.79902,74064.65308,71534.98027,69498.54252,78191.78268,81337.73652,82886.78299,85484.43749,87702.52198,89248.12518,91270.6421,95334.14557,98280.04237,98455.32823,94910.10143,107741.1184,108036.111
